Business ID, Review Count, # of check-ins, Tip count, Business Weight, Avg Influencer Weight,Avg Stars, True Stars 
r9I-6Je0ZtPuPtX7M4CRVw,130,122,12,2750,254.25,4.65,4.5
Lq6CDJ2yHmMs4N7jscQhHQ,495,1463,168,11875,571.7,3.55,3.5
PdZj1gylTC5AaTO21eOYcA,87,8,3,1675,142.25,1.65,1.5
Bt7lGzIlPGc13iCXoc-TIw,430,470,39,10250,513.9,4.4,4
exLaqeER1uY9kVfwfFxvKA,40,97,6,500,136.8,3.75,3.5
KJK7ihnpTeHXOy9rxORpGQ,143,152,14,3075,504.7,3.25,3.5
a9fNfb-CIF4MnDnvX5tkOw,132,170,9,2800,295.35,3.05,2.5
-2n-OHbbwIv3SY8RP9bgTQ,704,1695,160,17100,1087.35,3.7,4
2dioqPw6txEgB397frYg-A,275,601,28,6375,502.45,3.9,3.5
QNTxVarc6-c93ICqHEC_-g,29,187,23,225,33.55,3.7,4
DDnmNTvIIQu2t3WZ2EQx-w,226,621,75,5150,341.65,4.25,4
w5XcgWwGAN21Ly2HeU48IQ,86,431,20,1650,484.9,3.8,3.5
yc5AH9H71xJidA_J2mChLA,223,1016,94,5075,535.3,4,3.5
AFx48YCp7n7dn-AXp71zAw,32,0,0,300,186.2,3.95,4
jnzROxEjNkgeo5Ju3F8qzQ,274,484,77,6350,610.3,3.5,3.5
DmePZG8oflIXPukeHNv38A,54,93,11,850,260.2,2.75,3
_YXBQ5Z75ZVlSV1HUtXgBg,29,77,5,225,27.65,2.85,3
At5QunMaG3ExLZYEWHZP3Q,271,525,49,6275,340.7,3.55,4
x98vOAFB3nBZEirsHwVY3g,88,309,28,1700,64.9,3.65,3.5
q7fezY9K4kmxupNYQMAX6g,4,0,0,0,39,3.75,4
7QyBU6vqp1R9JnZYfPtNPQ,57,81,4,925,60.15,3.25,3.5
5A5nHG091pmWOc1udlNDyg,3,0,0,0,92.6666666667,3.6666666667,3.5
5FLRsYrT6w2VSDvQDhphXg,496,641,50,11900,699.95,3.7,4
sgBl3UDEcNYKwuUb92CYdA,169,440,43,3725,369.55,3.65,3.5
E9ZsPtGovfEPHlMHkDdlQA,554,1081,71,13350,899.2,3.1,3
34FswFM28xpuNp3SmFVxeA,35,76,7,375,153.3,3.75,3.5
IWA1J9m0rzU8AgXRjXJUoQ,79,87,7,1475,164.9,3.25,3
KlAARyLySLdoyT8QxJFSIg,117,216,19,2425,420.8,3.4,3.5
PYG1nrz2yYDSQk3W-vYwAA,40,113,10,500,28.8,3.65,3.5
N50HceZf1595UtU867u4uQ,792,1030,111,19300,1102.4,4.25,3.5
Me4q6iXSjJyFsfKx-l3kcw,158,201,23,3450,302.75,3.8,4
-yzl8Zm-MmSqx31VN7vB0Q,110,258,35,2250,308.9,3.55,3
cWFpyN49FRsFrNd3_cb50g,136,344,29,2900,247.1,3.15,3
ZZcKMWza1-GqrmhzFHW_mw,111,207,29,2275,191.15,3.45,3
NS5m7kg9phWfjP27qmxgYA,47,90,7,675,100.85,2.45,2.5
5kD6dP9etfUqtyXUZu9ZyQ,43,14,5,575,38.65,3.6,3.5
QQ-lSbz4ARm1MQA5z8-nAw,6,0,0,0,79.3333333333,4.5,4.5
gXrOoqHL_VDpOzli_DG1VA,24,0,0,100,133.1,3.9,4
6nseTZb6WrGWcithRThfag,140,330,43,3000,385.25,3.55,4
3yRq8DjiSt4lSPEonpSaLQ,22,0,0,50,67.45,3.15,3
UL3OMN_c-NXHlyb97pDifA,284,2237,107,6600,528.15,3.8,3.5
VEojEXbJ81eiPLSSF9jNEQ,119,514,28,2475,239.7,3.8,4
t4pkeGscooStLjy-Js5Byw,56,105,15,900,124.45,2.85,3
erBoatMp1TFi_NPxTigp6w,57,0,0,925,275.3,2.4,2.5
J4qLz0nGzCTMf6-kf_SiQg,627,1261,108,15175,1236.65,3,3
0ieEqGInYunNBaBzg8j_WQ,33,67,6,325,80.05,3.55,3.5
IC8no-tIdDWgkYzb5d-Nvw,195,630,80,4375,263.05,4.35,4.5
UCjtaUCtJPbTUouHtQURvQ,55,543,24,875,258.35,3.85,4
Y7uV0B860k14puWuYWuLow,55,113,13,875,79.85,3.8,3.5
GJp4zTQPPsCEkUitopGfAQ,444,799,37,10600,1023.75,3.6,4
Gu1zPvplulUE94w04odUMA,3,0,0,0,224.3333333333,2.6666666667,2.5
Ez2MFsVT5lJZ05yvK_0AXQ,309,1151,93,7225,594.15,3.9,4
PSDVu_477MZ1ZvbEl5z3Ng,34,28,2,350,101.8,4.1,4
RYNuWml56IY9woKqyLarnQ,7,5,0,25,46,3.6666666667,4
Z1KDov5DRTG-rYF_6TyO1A,264,528,56,6100,715.5,4.15,4
DW6SI2KxcfXBHeo9jEr4lQ,189,317,27,4225,679.75,2.8,3
gBVytpiIYGLB1wce-Dfbxg,111,521,43,2275,179.8,3.6,3.5
3Srfy_VeCgwDbo4iyUFOtw,5,0,0,0,51.8,1.2,1
1yx2zLskVTe5WQdYjL2Apw,1022,2448,245,25050,1213.9,4.15,4.5
Vb9FPCEL6Ly24PNxLBaAFw,26,14,2,150,37.15,4.1,4
nRO4tRwimU12hg7Cnz__iA,161,295,51,3525,345.1,4.35,4.5
MUPWRBidG0_EQC9ey4-xKQ,18,32,4,50,43.1875,3.6875,3.5
352PyQvZXioNgmETfb9FZA,28,24,3,200,30.55,4.3,4
KujAgAIGZmpxHgJ2O-iStw,7,0,2,25,79,2.3333333333,2.5
s5kSyEvwIqraXvwPYVUWJg,3,0,0,0,12.6666666667,2.3333333333,2.5
TMdHhDI7jYQ9206dtvrBgA,106,121,9,2150,206.9,3.05,3.5
uVbt9dOe6qJgBBI4_XsXRA,106,229,19,2150,208.55,4.15,4
C_lTRsrL5LQAyd3_fnoBdg,20,5,1,75,43.5294117647,3.5882352941,3.5
Lnohr9bpCbHNsomazXDg-w,383,944,89,9075,462.6,3.2,3.5
ZWPVBkb2CAQkQIn2OXTzeQ,6,8,1,0,45.3333333333,3.6666666667,3.5
cOUS79i4vltKIc_hy4OZBg,103,247,28,2075,274.05,4.45,4.5
0QTn4pMzKv1mnQifcP9YoQ,110,120,19,2250,436.1,3.3,3
YPoHtUq85TmNrBpqj_zmuA,90,116,4,1750,101.3,3.35,3.5
SbS0XQG39VgP6L6wbZ56RA,149,192,25,3225,231.9,2.75,2.5
FUI-hWH_bpis7AKZTWenUQ,359,972,112,8475,722.8,3.3,4
tzGPZyGuFT3dCT1Wpn9JQA,6,0,0,50,927.25,4,4
lk-6NXfpSgvNw7zm0xtUVw,88,304,21,1700,150.8,4.15,4.5
UJuNE5RPA-tbHowVEkuLpg,32,188,11,300,35.95,3.1,3
Fb_mZcgCgvK60E3hymcpyw,7,0,0,25,69.8333333333,3.3333333333,3.5
QNQzgMpEY1N33kvf1nHFKQ,3,0,0,0,4.6666666667,4,4
JAgOcvH_sGUAX7NvD0-Uww,94,365,32,1850,343.7,3.65,4
cTz7lxA0AdWKMba6Bvsi3g,109,584,72,2225,369.45,3.65,3.5
lyC2KqGiFIwct39jbdIdJg,322,585,71,7550,523.35,4.25,4.5
vyc1Bm_b-0sVGpwLRFlKQw,34,103,11,350,47.85,2.85,3
lhRUPA28pRIN1MnllN-o9g,158,198,30,3450,295.45,4.05,4
oOqsIaRvdV4La45-JJhfeQ,12,0,0,100,63.5,3.5,3.5
rwQIBAM_kHtVl1Ks8Flexw,85,79,17,1625,94.95,2.7,3
NChgwDb5vWkPg3nvZJGM9g,93,253,15,1825,120.75,2.95,3.5
7SO_rX1F6rQEl-5s3wZxgQ,469,2105,145,11225,576.95,4.35,4.5
fGhu7d7oW09qDgVI5CZV7g,51,26,2,775,20.5,2.6,2.5
3C-tuH9X6x5PqGDRYn83uQ,114,225,24,2350,302.1,4.2,4
7A5-bIWh6z4NPUuhGthBIQ,27,79,12,175,25.5,4.3,4.5
kPh2gPvd8moVx6gNf2iHsA,38,91,12,450,60.55,2.35,2.5
uqisw8IXD5ZutU4MT2MQVw,581,1019,87,14025,902.3,3.75,4
0l9e2aBYZfogiSUyxJEL3Q,3,0,0,0,19.6666666667,3.3333333333,3.5
B4xI73kEOfBPeoo4LTVC9w,20,5,2,25,49.2631578947,3.3157894737,3
w7XfqsXO3ZEtoZs8_Q5QSw,3,0,1,0,20,4,4
r2pKiQ9LLaaVNNvBDfPd2w,158,196,25,3450,155.55,3.7,3.5
RWTE0VWMs6i-JIaBRc9JZw,45,216,13,625,157.05,3.8,4
E8z9E0aFDYwC7KQuEU3GYA,37,0,0,425,241.1,3.8,4
ioGIaoswvbbeY8P965IYRA,143,643,66,3075,150.95,3.65,4
ckliJ8meY4ZMF6aQUb8PYw,194,455,39,4350,266.3,4.15,4
jGldmslgIegQNM5kvb851Q,254,751,72,5850,469.55,3.4,3.5
JOZqBKIOB8WEBAWm7v1JFA,144,466,42,3100,545.6,3.9,4
CR9v7-hJAUi1E1MePCCCeg,8,0,0,0,328.25,4.25,4.5
29hR24tcAM3JZaXfA5xCxQ,151,173,21,3275,446.6,4.35,4.5
-6n29ZcBHteJ9eEexoRQ7g,115,143,10,2375,179.6,4.2,4
JolAeZwizCNGkE6Ef526tg,8,32,1,50,175.3333333333,4.5,4.5
AryNioF9fxl8RYGiIE7fSA,147,3057,42,3175,558.1,3.5,3.5
vujjKuD4Vls4xKLe5MJ63Q,22,33,4,50,38.4,4.2,4
RbThUOAzsx7am1xaft29zg,57,21,1,925,113.65,3.6,4
vA8T8QXh78iSXhxShLNgQA,58,13,1,950,387.25,3.35,3.5
UBriZt4m5BzkvNqnCeuGmw,52,70,8,800,40.6,3.05,3.5
en2O4AiS0NDZ1AHgzYKzBA,123,498,52,2575,402.3,3.45,3.5
z_WA9j09K3dbWIbXWSEwkQ,8,3,0,0,18.875,2.125,2
eSVQBYV8HU3Gna2KOC8y-g,43,11,3,575,48.2,3.6,3.5
SQHO1U7XsmuEAKX1j7yIMA,37,67,14,425,32.9,2.75,2.5
OeinO4b26UcICbrLxoj3DQ,422,1990,109,10050,434.6,3.7,4
39LBSx2xXIWy1PzSmX0gVg,61,146,39,1025,294.15,4,4
tn5SXZvWiT-uVsjXLGSrww,693,1157,122,16825,872.65,3.25,3.5
9BJ5h9X1krpXFjKj0a6wbg,420,1757,176,10000,580.95,4.2,4.5
J6GhOOZKLMiOCmjvl1BDaw,5,0,2,50,108,2.3333333333,2.5
Dz7swOgFook-L89Y_M-aQA,62,267,32,1050,154.3,3.45,2.5
k9JpdrfeJmmgV5Op44stvQ,73,420,39,1325,92.65,3.5,3.5
69oTrXljeMNnA8VXd3HRVQ,75,594,36,1375,195.65,4.15,4
9aUJRtkW_WXFnsq2En7qkA,3,0,0,0,370.6666666667,3.6666666667,3.5
o6sEssczGvamVbyN0_D9Sw,189,264,22,4225,298.6,3.7,4
xgku6TQ_HzM-vZxaos6JWw,110,158,13,2250,102,4.15,4
F92FlIAD1dyD7LObQeS3WQ,32,42,2,300,18.8,4.15,4
10BgGvCMDH-JbYsg8KRLRg,42,9,1,550,78.35,3.4,3.5
u2OC1xmpAyF9R5RiKdbV-g,140,183,20,3000,259.6,3.75,3.5
WM8sy8FjrU3PpxN_NI02ZA,68,201,37,1200,85.05,2.55,3
zIsBAFwo2ksynT2BdlhNhQ,68,164,22,1200,224.55,4.25,4
33Yx4cpIPS32Bbvm2Aeo0g,36,197,6,400,60.7,3.05,3
qXFAEWRjEgXO3RXOzMAjBg,25,38,14,125,40.15,3.25,3.5
s0klhdxcAab0yEWw2Uuimw,70,118,5,1250,91.2,4.05,4
8t80-omyflkywRfu9LPh6g,321,584,60,7525,638.5,4.2,4
VULvBdiunj7HSycDBqmakw,91,127,54,1775,140.6,4.55,4
lRjt0jii_pyhSH8Z3E7EmQ,93,133,16,1825,265.45,3.4,3
nQeAnwwJmfoyH8k4kSfqaQ,81,301,39,1525,265,3.6,3
DTtIi7avC0Ed-tMZAAx4wA,95,195,27,1875,557,3.3,3.5
EppRsj7YUChmu9rXb38LKg,256,427,90,5900,624.15,2.8,3.5
m19xUciXTS5zcjkYiy4xUQ,5,0,0,0,12.6,3.2,3
TWNjTof9SeYi3I-x53MpGg,218,508,48,4950,546.45,3.4,3.5
_LYz2vdGyXsV-8b-_T47ag,148,209,52,3200,391.8,4.15,4.5
0ayh3LxJwSbJEOlBCx9APA,185,239,21,4125,312.7,3.8,4
TsmBNiwMMeb8aRrZs00JBA,121,379,33,2525,188.55,3.8,4
RD83slMtxNqRZ1cIe6b4Ng,4,0,1,0,51.5,3.75,4
40VsC3U_JLufzJ6b5GhXTg,247,1015,131,5675,356.95,3.3,3.5
Z6DfLcBqRwFv86u-ddVYDQ,83,192,22,1575,163.2,3.65,4
QzVma33C7UihhDKzOm6EDA,16,0,2,50,57.6428571429,4.1428571429,4.5
rXLHlQP_ogFsa1JhHLhkEg,86,191,38,1650,116.9,3.35,3.5
WBfJ4HBd-uCM1_0PdDfsDA,42,118,11,550,101.15,3.45,3.5
1mdFPa5DNCwhM7QGfypuyA,10,0,2,50,523.5,4.5,4
jphuU3ttPugYr0lTBxtp_A,123,419,26,2575,191.5,2.9,3
ILoDsxtqtLU2oTMaf_laGQ,193,522,68,4325,174.3,4.55,4.5
B0xZBB7-oBEiAf_IdqpFWw,4,0,0,0,288.75,3.25,3.5
zHzW66E12sDnMjETbehD6w,150,232,21,3250,128.7,3.7,3.5
cdacUBBL2tDbDnB1EfhpQw,68,16,4,1200,256.05,3.75,3.5
53YGfwmbW73JhFiemNeyzQ,770,3829,155,18750,1669.9,3.95,4
d-_ZMeph2MIsCOEhKCkTbA,218,1009,63,4950,685.9,3.7,3
iG7KoDGVWVc7KOhN6RG31g,6,0,0,25,688,3,3
2DOJ2GyphXQf_f3OKJEPzw,44,110,3,600,130.55,3,3
waJ2o0riNU8HboKrwV6vEQ,7,0,1,0,20,4.5714285714,4.5
GM4-aWjgQjxN8sOwff7Ufw,62,115,12,1050,134.5,3.85,3.5
d6eqlH4tKE2VmiTPN6TOEw,13,0,1,50,22.3636363636,3,3
cgFiAUsYCiw9RBX4SgkZUA,100,144,21,2000,352.8,3.25,3
-98noPZy1sH6NndWmdtuDw,7,30,2,50,288.2,2.4,2.5
qyNtVViurIcChc35mfYIEw,152,281,38,3300,266.55,3.3,3.5
4Lqr7bE-ZI2uG7u02V4QJA,129,250,26,2725,277.25,3.75,4
P0fdd-AyeJMcCD6PYT30WQ,53,142,25,825,122.15,3.05,3
HyfFenprdpIA4rmKu6DW3g,1063,3361,348,26075,1132,4.25,4.5
hCxNymBRhx7eQZdxGCjvXQ,126,253,35,2650,268.45,3.05,3
JrIhyj-e3n77LeIOeErBJA,3,0,3,0,129,4.3333333333,4.5
NjPSo2gRUNEsBfHYuoda9Q,54,97,12,850,87.2,4.05,4
jR7rDinCcHNZxl4jA0iKJQ,82,94,18,1550,183.45,3.6,3.5
_b9r3punxdaieKCGsIoS3w,14,0,0,75,29.5454545455,4.2727272727,4.5
71jwNmlPbJsPZJWAdmj7ig,11,0,0,50,301.4444444444,4.2222222222,4
QiNZaRZ5RmCfYiBgk3ApEQ,99,302,34,1975,146.05,3.7,3
Fklm4Zi7nloG1SfLpnmEkA,304,436,55,7100,575.05,4.3,4
V8jMEIQ7oGK-vKyg0FiTCA,73,91,8,1325,239.35,3.8,3.5
ZA7GsC5JNswGGXSjsGwUug,54,53,16,850,254.7,3.9,4
TMhHqj5KnkxOBR9vdM84qg,10,3,0,25,39.3333333333,3.3333333333,3
gDpaJNo0-DX7ue0UEfjYug,6,0,0,0,20.8333333333,2,2
7u55OIKwMmnWGnobEEUNvg,4,0,0,0,48.25,1.75,2
8vX5suuqyXoCqbhG8BZwgg,3,0,0,25,116,3.5,3
MPyxaNVuWlAQqJ0iKV5rQw,196,326,35,4400,532.05,3.9,4
oIU_awAiDThL0Xz0iGD5TA,103,101,8,2075,122.25,3.5,4
E3RjJH45EX6rHYDs0TYSRA,174,940,46,3850,329,3.8,3.5
AumuGuTg3HqvtwbLPi-ZCg,294,821,93,6850,531.95,4.05,4
rwgU2XEFJ7nyCHvUnEC5ww,167,357,31,3675,323.05,2.65,3
b9dv7Q0A8XcJ44zzTDJeYw,37,142,3,425,244,3.3,3.5
bcW-OuYklAXeEZWBgc7TaA,85,129,19,1625,61.45,3.5,3.5
LdI-fcJDXGE7ns_jwWY2ow,175,246,24,3875,386.35,3.7,4
4nWKKGZGFc4nWUbJTunMAw,8,0,0,0,158,2.25,2.5
b1aTHVkqCa4kZITbu9khtA,131,204,26,2775,557.35,4.05,3.5
Fo5O94HccxE4PvMQf-G_vQ,62,32,12,1050,158.5,3.75,3.5
m892tIZECgluvVNsfcXjfQ,71,92,5,1275,153.2,3.9,4
lzS66BeoLL0GRn1KrlmmFg,9,5,2,75,144.6666666667,3.8333333333,4
3YrW77yHkp3JIyTGYCS_Nw,56,93,13,900,108.05,4.15,4
_zrSQdISpB_qry9tb098rw,448,723,79,10700,564.25,3.9,3.5
V3djRRU0eJcyI5lZ6Tw6RQ,49,108,13,725,277.2,3.95,3.5
a0TcvyseEbwRaKl-I3DPoQ,13,57,2,25,161.0833333333,3.6666666667,3.5
qHjUo2foq-IXF6Tk1Iz3WQ,97,299,27,1925,312.25,3.5,3.5
tvJVNWjgAoFuyXLDElNM_w,9,0,0,0,122.3333333333,2.7777777778,2.5
3TBKPNI-oNbGnC2VB27-qg,7,4,2,75,242.5,3.25,2.5
fYE54FZCIFYYdFs-AkqRuw,73,73,3,1325,206.85,2.85,3
DfECo0OSJvXZbLKjZU9Ncg,93,252,21,1825,157.75,3.65,4
R1RjCYfRZm9inTDQVVpUGQ,18,0,1,0,123.5,4.4444444444,4.5
e3izESeW0BUx0s96FdSLag,162,336,34,3550,173.6,4.2,4
whJLVLRto7nVjmwk_XBV3g,207,542,86,4675,544.55,3.65,4
v7pdhN99iD4cphcb-6JHVQ,22,19,10,125,20.2352941176,3.4117647059,3
4h8_u6Fqm3JvUEq8ctWf-A,194,416,79,4350,670.1,3.25,3.5
dVAurLD1bBIi9IvuMFoL5g,649,686,49,15725,1138.2,4.4,4
HsAYzU2-Z_vZAaRqHbcP8g,253,696,79,5825,730.5,3.85,4
A-wbnt6g19IWirBswkzsig,196,242,24,4400,436.85,3.2,3
EYklOu8eHVlJ7SNeRiNfSA,3,0,0,25,36,5,4
omxi9nCCCM9OXVGsQQ1L5w,5,0,0,75,4,5,4
hsOnzcy8mFbUvIWFC1agoQ,44,93,6,600,220.85,2.45,3
dpwiGCOjTQC6WBWMJJGB9Q,56,75,19,900,61.15,2.45,3
XInU2SUuNK-IgnT-sEIvGA,288,399,30,6700,567.8,3.8,3.5
7H0nbExftMZlpZDXm0QrBw,138,480,43,2950,201.25,4.25,4
83DsSlg-swjLzmZnUzq2UA,577,1549,189,13925,1085.6,4.35,4.5
xdv2kvaZodkWvTSV6pSSpA,55,122,26,875,146.9,4.05,4
W7xb2iS4cYL14Yi5LOGSkA,127,448,53,2675,198.3,3.7,3
noLH_u4MJzfXYYHqcByjnA,69,510,60,1225,94.35,3.65,3.5
Lnzndd6xVBEB8qfveCM2dA,9,36,1,25,19.625,2.875,3
1we3mDehB1V7IYX9hIoeTQ,64,53,9,1100,200.45,3.25,3.5
-ypSXxstO11bNUl2Lhf5KQ,19,141,17,50,186.4705882353,3.1176470588,3
oXKPSI-RUqOvmuSCh_DEQQ,336,758,43,7900,929.3,4.35,4
WEKQZap6YHcU25b6kIypNg,192,547,59,4300,503.8,4.35,4
ilJiRYZgxjrEu2iexKu-pQ,177,1667,44,3925,531.35,3.1,3.5
oerixQiFOO0rzaPkjkDNTA,49,21,5,725,119.15,3.25,3.5
8-HkVgPClpSli0ug3Uk-sQ,177,400,50,3925,757.1,2.6,2.5
AY1a1XwfjJo_178MRUAsnQ,27,47,10,175,72.3,3.15,3
yDG1pryyHScHpSas70D7lQ,33,40,1,325,48.65,3.5,3.5
XDYnLQC8ViZejuCDp4eCwg,756,928,123,18400,981.75,3.8,4
ypxdw4etbusoInHOwwIjRw,41,103,29,525,84.2,2.65,3
ROlYDMi1U3LaHStmuELRxQ,83,236,15,1575,188.85,3.45,3.5
dp0unqYxrYzvfaMVVmk6mw,47,205,22,675,172.4,3.15,3
jiQwNP0HovE-NZB-plOWxA,149,226,54,3225,639.75,3.45,3
niPFXq4r2mc0zFlOpWV3Eg,54,127,7,850,186.6,3.35,3.5
uhzZM-WwNsaVuvGRjv3mXw,25,68,7,125,48.85,4.15,4
qpptyM9Dfns3AW5E_lsu6Q,299,529,58,6975,898.15,3.65,3.5
r-SMWki62MIjPlsSRdlBVw,252,576,45,5800,232.3,3.3,3
trC8BtTuNJniFaCaK1IQ4w,211,946,63,4775,501.8,3.5,3.5
rpKxIm3WQxuTcDzcoplQZQ,23,15,3,75,123.05,3.85,4
UhEaLvp_WTlzhnXdP-U8Bg,17,0,0,25,394.5625,3.375,3.5
lmH4qoLK6UTn8fHxTscyQQ,7,0,0,25,19.5,2.8333333333,2.5
GkxEw4VTC2eGUYQMf02pYQ,58,112,16,950,78.3,3.45,3
LuAClnM_sUmLbFsK4ODWiw,284,737,90,6600,854.6,4.15,4.5
V1EbOEcC-U3dI0l5ysAeiw,3,0,0,0,18,3.6666666667,3.5
lYTR-gsp_tAF4eiUw6jw0g,113,221,36,2325,119.85,3.6,3.5
rRvUF3c4vxksTOaGfyx5jA,135,505,40,2875,272,3.5,3
p2OalJojTCfCYJpGEmcusg,158,285,31,3450,446.1,2.85,3.5
xL7H-eMQDE-y23VL7MpLsA,15,0,2,50,92.2307692308,3.5384615385,3.5
xxq3nX34tsqAtcsSm21rHQ,273,321,33,6325,507.45,3,3
n_d7HDsTdLc9IWwuPHBNlg,189,529,42,4225,306.2,4.2,4.5
3W59npo0X8utnGYLxl8GvA,62,73,13,1050,123.75,3.9,3.5
jbToVT09cmHMfxCITDBGIQ,145,142,20,3125,588.6,3.6,3.5
btuXBnJEIkn7ax2TfvHQyw,82,229,21,1550,150.25,3.6,3.5
ojjtPlnSmCX1zCzWL7JoNQ,122,869,46,2550,716.5,3.95,4
4uDW2Rp9eAPL5BUd5C5-bA,350,1540,197,8250,872.25,3.8,3.5
d1ZT8gm7MTNHipyHEphKYA,13,98,5,25,39.8333333333,2.5833333333,2.5
RiI-mJXjbP2RZUMQgh_yvw,73,135,9,1325,187.6,3.85,4
5FPsw0_mNhylWujmJHseCQ,55,49,3,875,31,4.1,4
_ULYg16ncUuhWUsACetojw,24,41,3,100,85.2,3.95,4
X5QTGpPfqXFtmtizsGAksw,148,347,44,3200,177.8,4.05,3.5
ozfvymkBqw8j0Oa_tC5mpA,28,66,10,200,91.7,2.65,3
9OFr3nlEDwncUNgbqFKd5w,216,742,102,4900,522.45,3.6,3.5
4M8E3KWiHZB6gNxMV_btAQ,11,9,1,0,47.3636363636,2.3636363636,2
90AXjqb4O-wrTHDKDoDUzg,344,896,82,8100,543.3,3.85,4
R-0IVFEKseAL9wYgIhPy1w,23,30,4,75,10.95,3.05,3
6JhJEBo-1IqofPGrIk8UMw,79,136,20,1475,146.35,2.9,3
ocCzxkuTYjUtujlMLlEE3g,119,570,88,2475,290.95,3.45,3.5
r9sGMJ084n4IS9eGmlCKjg,124,743,54,2600,580.95,4.3,4
oMw1SaH_zEbOOufTsGuk6w,20,0,0,75,57.8235294118,3.7058823529,3.5
TQhP4vCMjvX527YMxPfuUA,104,194,18,2100,181.35,3,3
ilnAFVGDxDVePJZ-axgSpQ,11,0,1,0,90,3,3
JrYiY9Kw6EtH390tXio_IA,3,0,0,25,201,4.5,4.5
BD74uSwDe175zEqfppDRvg,155,687,85,3375,297,3.85,3.5
NCVmm5-crBCYCzNumZ90FA,95,490,39,1875,166.55,2.95,2.5
KBG28p3lGX17hOPoHhq5PQ,280,306,49,6500,577.9,3.9,4
hfl62LX14YqNpG0g0Tj6_Q,382,687,78,9050,520.2,4.15,4
gdZXl6ADOJIHhq0C78JlPA,8,0,0,25,24,3.4285714286,3.5
pe6auP0feE_GPjt0h4RsjA,54,205,19,850,167.45,3.85,4
ptIRdaZlXxuVJTiJDFJCIw,45,74,14,625,117.45,2.65,2.5
DtvYgBK6qrRyVRr8TdRyrA,103,224,26,2075,162.7,3.45,3.5
y5BUbjBZGvf4tAk_TCSXzA,40,161,17,500,85.7,3.25,3.5
r3HWH8XeoV9uohlcrwrMSw,99,315,33,1975,243.4,3.4,3.5
7qMIhv5QJ6xrg_hOOdLgsw,72,175,15,1300,241.55,3.8,3.5
fwE6z2Jwqh67BWB_EZ-CUA,8,4,1,0,170.875,3,3
GfuApsBX3jHdZGgWi8PTag,113,156,22,2325,188.7,3.1,3.5
OoJo0Btu2GM3KtIXSI3rXA,12,3,0,0,29,3.5,3.5
EwxURzkF_rhj6cVP7lxPhQ,49,28,4,725,42.1,3.35,3.5
6ZGiMSM9cesy3ipHJoruVg,3,0,0,25,40,4,3.5
8cL7aJVKTYmLguzXEAS3Lw,242,1337,108,5550,714.1,3.7,3.5
ejS_lQteyzG6PR4gxZN-FQ,103,287,31,2075,207.3,3.6,3.5
F0u-X9aRLl8rz-L4uoaktg,55,67,8,875,124.75,3.55,3.5
LHzVPddSPzMECho55zCf0Q,257,1164,80,5925,942.3,4,4
cDrqjvg2KEyJm3QS3KAJ2Q,12,0,1,25,172.1818181818,3.6363636364,3.5
P8gXyZy1ZS7B4S20q8hzPQ,297,1580,156,6925,780.3,4.05,4.5
9VYZA4vEKtT_SXHj-ZK_1Q,125,465,26,2625,232.35,3.85,4
c-qtFVPutboIiJASZYrwuA,15,0,0,50,139.9230769231,3.6923076923,3.5
4FS5otEktCyI1aDpg_h03g,144,217,27,3100,375.05,3.65,3.5
Pt5AYjhzoU93biVeVahLKw,266,1427,172,6150,392.35,3.55,4
LQaA7-XmpjrpiIirO0ajZw,176,517,55,3900,664.5,3.75,4
5Q9346DVAZBlZ8z_Q8saIg,7,4,2,25,27.5,3.3333333333,3.5
OVGVoTpvHGL3GgtXtzHMBg,58,70,13,950,57.8,2.8,2.5
Ou21lwEBBlUNG3JRAFWFAA,127,331,45,2675,136.3,3.7,3.5
o-OV2LkJxpcCHmI_d4TZiQ,191,779,81,4275,127.25,4.05,4
hZ3DkjunIpZSUWiVAcjG3Q,3,4,0,0,16,4.3333333333,4.5
IZv6MPN3mHS_yr7h5GhYEg,53,108,11,825,150.25,4,4
Eq3gzgiRIGYtubbZw1mDlQ,67,192,10,1175,91.95,3.65,3.5
jsjip-f_chgWf9ZnbowKtg,9,19,8,0,48.8888888889,3,3
tO_iqxmqoVtALIeA-dxJLQ,5,0,1,0,38.4,3,3
xmjv8g356v8Qo55ICjG8rg,134,824,60,2850,175.95,4.2,4
-b9ZUSmcsGxutDSW1DIbdA,227,453,40,5175,383.85,3.45,3.5
kGuMkVyPg3CuFnIUFFkXGw,51,73,7,775,85.2,3.9,3.5
4vkP8WxtHA0uGkcmX3BUdQ,87,172,26,1675,181.4,3.15,3.5
PU5jA1bzjbNCyFfCmjqTlw,69,131,11,1225,343.25,3.4,3.5
Zku0t7FWo53pGqnBczVgPw,67,649,44,1175,191.7,3.5,3.5
r5UCwy5gCwZKYgO6-yV-fA,76,310,35,1400,177.35,4.05,4
WXBNF7nBQSeKdxC6gOOO7A,3,0,0,25,42.5,3,3
Vtx0VYkybAd71fzwgaoQ8g,233,978,106,5325,644.6,3.65,3.5
glalhJa7wFWPIoJLBvKGfQ,111,464,27,2275,220,4.2,4
bdaxZvnon4-GIcKYk0JnEw,3,0,1,0,80,3.3333333333,3.5
1u0JcvPFQz9TIYrT1GnEhw,55,162,18,875,216.75,3.45,3
VxV3IHS33O4ha71ABE8J0A,68,291,38,1200,499.65,3.4,3
Hb6n-TyLhEDdCyPyH3E3oQ,246,976,73,5650,574.65,3.5,3.5
